id,product_display_name,brand_name,master_category,sub_category,article_type,gender,color,season,usage,fit,pattern,shape,occasion,sleeve_styling,sleeve_length,fabric,neck,is_jewellery,product_description1,style_image,landing_page_url
10075,puma men ducati heritage logo tee red tshirts,puma,apparel,topwear,tshirts,men,red,fall,casual,regular_fit,printed,none,none,none,short_sleeves,cotton,round_neck,false,"compositionred round neck t-shirt made of 100% cotton, with ducati appliquéd on the left chest and ducati logo in rubber print below the nape of the neckfitslimwash caregentle machine wash with like colours in cool water at 30 degreesdo not bleachdo not tumble drywarm irondo not dry cleansport this t-shirt from puma, and all your friends will know a motorsports fan is in their midst. the ducati logo looks stylish and the logo on the back ups your cool. this t-shirt looks best with jeans and casual shoes. model statisticsthe model wears size m in t-shirtsheight-6', shoulders-18""",http://assets.myntassets.com/v1/images/style/properties/87684581db1232150a9ffca2b05e16f6_images.jpg,Tshirts/Puma/Puma-Men-ducati-heritage-logo-tee-Red-Tshirts/10075/buy
10076,puma women large logo tee black tshirts,puma,apparel,topwear,tshirts,women,black,fall,casual,regular_fit,printed,none,none,none,short_sleeves,cotton,round_neck,false,"compositionblack round neck t-shirt made of 100% cotton, with brand name printed across the chest and puma leaping cat logo below the nape of the neckfittingslimwash caregentle machine wash with like colours in cool water at 30 degreesdo not bleachdo not tumble drywarm irondo not dry cleanlook sleek and cool in this black t-shirt from puma. the brand logo graphic on the front gets a dose of glam with the multi-hued lines, while you stay fresh and dry in the cotton fabric. team this with white or denim shorts and canvas shoes for a casual look.model statisticsthe model wears size m in t-shirtsheight-5.7"", chest-33""",http://assets.myntassets.com/v1/images/style/properties/b70850d768383499cac7d0327a301656_images.jpg,Tshirts/Puma/Puma-Women-Large-logo-tee-Black-Tshirts/10076/buy
10078,reebok men speed mode white sports shoes,reebok,footwear,shoes,sports_shoes,men,white,fall,sports,none,none,none,none,none,none,none,none,false,"the reebok speed mode is a versatile running shoe that features ample ventilation and offers lightweight comfort, keeping your feet fresh and comfortable all day. added to this is the plush dmx ride cushioning that makes it an all the more comfortable, smooth and flexible ride. wear them when you want to run or jog or use them as casual wear. one pair of shoes, and so many uses!upperbreathable mesh upper for ample ventilation and reduced irritationsynthetic overlays for added shoe structure, durability and stylelace-up system with synthetic laces for a snug, customized fitlushly padded tongue and well-cushioned collar for in-step comfortmesh tongue for maximum ventilationbrand logo on both sidesbrand name on tongue and behind collarmidsoleeva midsole for lightweight responsive cushioning and shock absorptiondmx foam cushioning for all-day comfortmesh lining for increased ventilation and comfortoutsoletpr outsole for better shock absorption and durabilitywaffle pattern for better grip on all surfacesflex grooves for ease of movementshoe carewipe surface with soft, clean, dry cloth to remove dustdo not machine washdo not store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/d2aa2e147e9d44851450864dfd05c281_images.jpg,Sports-Shoes/Reebok/Reebok-Men-Speed-Mode-White-Sports-Shoes/10078/buy
10079,reebok unisex twist black sandals,reebok,footwear,sandal,sandals,unisex,black,fall,casual,none,none,none,none,none,none,none,none,false,"if comfort is on your mind, the reebok twist sandals will transport you to heavenly bliss! stylish, absolutely lightweight and super comfy, they will make you feel like you are walking on a bed of roses all day. ruggedly crafted for casual wear, team them with jeans or shorts and step out in style.upperleather upper for rugged feel and styleover-the-foot straps with foam at the bottom for added comfortback strap to hold the foot firmly in placebrand name on front and backmidsolecushioned footbed for all-day comfortelevated ridges on footbed for a massage-like feelleather lining for soft touch and moisture absorptionoutsolerubber outsole provides durable traction on a variety of surfaceslugs on the periphery of the outsole for better tractionsandal careuse a leather brush to dust off the dirtuse a leather shoe polish to make the shoes shinedo not store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/68be265f451f371dac65dc4f76a99f21_images.jpg,Sandals/Reebok/Reebok-Unisex-Twist-Black-Sandals/10079/buy
10080,reebok men run sheer black sports shoes,reebok,footwear,shoes,sports_shoes,men,black,fall,sports,none,none,none,none,none,none,none,none,false,"the reebok run sheer is a versatile running shoe that features ample ventilation and offers lightweight comfort, keeping your feet fresh and comfortable all day. added to this is the dmx shear system that minimizes stress on impact, making it an all the more comfortable, smooth and flexible ride. wear them when you want to run or jog or use them as casual wear.upperbreathable mesh upper for ample ventilation and reduced irritationsynthetic overlays for added shoe structure, durability and stylelace-up system with synthetic laces for a snug, customized fitlushly padded tongue and well-cushioned collar for in-step comfortmesh tongue for maximum ventilationbrand logo on both sidesbrand name on tongue and behind collarmidsoleinjection moulded eva midsole for lightweight responsive cushioning and shock absorptioncushioned footbed for all-day comfortmesh lining for increased ventilation and comfortoutsoletpr outsole for better shock absorption and durabilitydmx shear vertical panels for greater comfortdmx shear vertical and horizontal heel cushioning to minimize stress on impactscooped heel for extra cushioning and comfortdiamond shaped grooves on the forefoot for excellent tractionlugs on the periphery of the forefoot and and heel for better grip on all surfacesflex grooves for ease of movementshoe carewipe surface with soft, clean, dry cloth to remove dustdo not machine washdo not store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/15017ddf96926014061a0b06525b554e_images.jpg,Sports-Shoes/Reebok/Reebok-Men-Run-Sheer-Black-Sports-Shoes/10080/buy
10081,reebok men zigdynamic white sports shoes,reebok,footwear,shoes,sports_shoes,men,white,fall,sports,none,none,none,none,none,none,none,none,false,"try the reebok zigdynamic and you will refuse to wear any other running shoe ever! these sneakers come with a zig-zag sole that helps propel you forward, and reduces muscle fatigue on your shins. now you can sweat it out in the gym without sweating it out! the lightweight shoes are attractive and super comfortable to be worn all-day long. so, when you aren't running in them, you can lounge in them at the coffee shop, while all eyes are on your precious shoes.upperbreathable mesh upper for ample ventilation and reduced irritationsynthetic overlays for added shoe structure, durability and stylesmoothfit upper for increased comfort and reduction of seam related irritation and rublace-up system with synthetic laces for a snug, customized fitlushly padded tongue and well-cushioned collar for in-step comfortmesh tongue for maximum ventilationbrand logo on both sidesbrand name on tongue and behind collarmidsoleinjection moulded eva midsole for lightweight responsive cushioning and shock absorptioncushioned footbed for all-day comfortmesh lining for increased ventilation and comfortremovable sockliner to replace with an orthoticoutsoletpr outsole for better shock absorption and durabilitytransition bridge for ultimate heel-to-toe responsezigzag sole to propel you forward and reduce muscle fatigue on shinforefoot grooves for increased flexibility through push-off multi-surface outsole for traction and durabilityshoe carewipe surface with soft, clean, dry cloth to remove dustdo not machine washdo not store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/0543c05bce84b0fcbeeabb354a821fea_images.jpg,Sports-Shoes/Reebok/Reebok-Men-Zigdynamic-White-Sports-Shoes/10081/buy
10082,reebok women aviator grey sports shoes,reebok,footwear,shoes,sports_shoes,women,grey,fall,sports,none,none,none,none,none,none,none,none,false,"the reebok aviator is a versatile running shoe that features ample ventilation and offers lightweight comfort, keeping your feet fresh and comfortable all day. attractive, with a durable tpr outsole, they are perfect not just for your running/jogging sessions, but also work very well as all-day casual wear. upperbreathable mesh upper for ample ventilation and reduced irritationsynthetic overlays for added shoe structure, durability and stylelace-up system with synthetic laces for a snug, customized fitlushly padded tongue and well-cushioned collar for in-step comfortmesh tongue for maximum ventilationbrand name on tongue, lateral side and behind collarmidsoleeva midsole for lightweight responsive cushioning and shock absorptioncushioned footbed for all-day comfortfabric lining for increased comfortoutsoletpr outsole for better shock absorption and durabilitycircular and triangular lugs for better traction on all surfacestextured pattern on the heel for improved gripflex grooves for ease of movementshoe carewipe surface with soft, clean, dry cloth to remove dustdo not machine washdo not store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/7ebd5995024cda13732fe2bc5b59f63b_images.jpg,Sports-Shoes/Reebok/Reebok-Women-Aviator-Grey-Sports-Shoes/10082/buy
10083,reebok men hanavi ii green flip flops,reebok,footwear,flip_flops,flip_flops,men,green,fall,casual,none,none,none,none,none,none,none,none,false,"when the heart desires utmost style and comfort, you shouldn't deprive it of such pleasure! the reebok hanavi 2 flip-flops offer a fantastic look coupled with unbelievable all-day comfort. if you want to look awesome and feel great, they are your best bet. team them with jeans or shorts for a perfectly relaxed look. it was never easier to look spectacular, cool and so wow! upperwide rubber straps in thong style for durability and comfortrubber toe separator for maximum comfort and durabilitybrand tab on strapmidsolecushioned footbed for all-day comfortbranding on footbedoutsoletpr outsole for better shock absorption and durabilityhorizontal grooves all over the outsole for better traction on all surfacesshoe carewipe surface with soft, clean, dry cloth to remove dustdo not machine washdo not store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/859b90da56eca0b45ca6022f2c6ce9d7_images.jpg,Flip-Flops/Reebok/Reebok-Men-Hanavi-II-Green-Flip-Flops/10083/buy
10088,reebok men racehound silver sports shoes,reebok,footwear,shoes,sports_shoes,men,silver,fall,sports,none,none,none,none,none,none,none,none,false,"the reebok racehound is a versatile running shoe that features ample ventilation and offers lightweight comfort, keeping your feet fresh and comfortable all day. added to this is the plush dmx ride cushioning that makes it an all the more comfortable, smooth and flexible ride. wear them when you want to run or jog or use them as casual wear.  upper breathable mesh upper for ample ventilation and reduced irritation synthetic overlays for added shoe structure, durability and style lace-up system with synthetic laces for a snug, customized fit lushly padded tongue and well-cushioned collar for in-step comfort brand name on tongue and behind collar  midsole injection moulded eva midsole for lightweight responsive cushioning and shock absorption dmx ride foam cushioning for all-day comfort mesh lining for increased ventilation and comfort  outsole non marking tpr outsole for better shock absorption and durability waffle-pattern grip for excellent traction scooped heel for extra cushioning and comfort flex grooves for ease of movement  shoe care wipe surface with soft, clean, dry cloth to remove dust do not machine wash do not store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/4dac018abe2b09b76c465624cb319e6f_images.jpg,Sports-Shoes/Reebok/Reebok-Men-Racehound-Silver-Sports-Shoes/10088/buy
10089,reebok women raceon silver sports shoes,reebok,footwear,shoes,sports_shoes,women,silver,fall,sports,none,none,none,none,none,none,none,none,false,"the reebok raceon is a versatile running shoe that features ample ventilation and offers lightweight comfort, keeping your feet fresh and comfortable all day. added to this is the plush dmx ride cushioning that makes it an all the more comfortable, smooth and flexible ride. wear them when you want to run or jog or use them as casual wear.  upper breathable mesh upper for ample ventilation and reduced irritation synthetic overlays for added shoe structure, durability and style lace-up system with synthetic laces for a snug, customized fit lushly padded tongue and well-cushioned collar for in-step comfort brand name on tongue and behind collar  midsole phylon midsole for lightweight responsive cushioning and shock absorption dmx ride foam cushioning for all-day comfort mesh lining for increased ventilation and comfort  outsole non marking tpr outsole for better shock absorption and durability transition bridge for ultimate heel-to-toe response waffle-pattern grip for excellent traction scooped heel for extra cushioning and comfort  shoe care wipe surface with soft, clean, dry cloth to remove dust do not machine wash do not store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/5835ec5fe9b308e4b838985212832b57_images.jpg,Sports-Shoes/Reebok/Reebok-Women-Raceon-Silver-Sports-Shoes/10089/buy
10092,reebok men racehound silver sports shoes,reebok,footwear,shoes,sports_shoes,men,silver,fall,sports,none,none,none,none,none,none,none,none,false,"the reebok racehound is a versatile running shoe that features ample ventilation and offers lightweight comfort, keeping your feet fresh and comfortable all day. added to this is the plush dmx ride cushioning that makes it an all the more comfortable, smooth and flexible ride. wear them when you want to run or jog or use them as casual wear.  upper breathable mesh upper for ample ventilation and reduced irritation synthetic overlays for added shoe structure, durability and style lace-up system with synthetic laces for a snug, customized fit lushly padded tongue and well-cushioned collar for in-step comfort brand name on tongue and behind collar  midsole injection moulded eva midsole for lightweight responsive cushioning and shock absorption dmx ride foam cushioning for all-day comfort mesh lining for increased ventilation and comfort  outsole non marking tpr outsole for better shock absorption and durability waffle-pattern grip for excellent traction scooped heel for extra cushioning and comfort flex grooves for ease of movement  shoe care wipe surface with soft, clean, dry cloth to remove dust do not machine wash do not store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/29bafa503018057b586e376213c8f7a9_images.jpg,Sports-Shoes/Reebok/Reebok-Men-Racehound-Silver-Sports-Shoes/10092/buy
10093,reebok men racehound white sports shoes,reebok,footwear,shoes,sports_shoes,men,white,fall,sports,none,none,none,none,none,none,none,none,false,"the reebok racehound is a versatile running shoe that features ample ventilation and offers lightweight comfort, keeping your feet fresh and comfortable all day. added to this is the plush dmx ride cushioning that makes it an all the more comfortable, smooth and flexible ride. wear them when you want to run or jog or use them as casual wear.  upper breathable mesh upper for ample ventilation and reduced irritation synthetic overlays for added shoe structure, durability and style lace-up system with synthetic laces for a snug, customized fit lushly padded tongue and well-cushioned collar for in-step comfort brand name on tongue and behind collar  midsole injection moulded midsole for lightweight responsive cushioning and shock absorption dmx ride foam cushioning for all-day comfort mesh lining for increased ventilation and comfort  outsole non marking tpr outsole for better shock absorption and durability waffle-pattern grip for excellent traction scooped heel for extra cushioning and comfort flex grooves for ease of movement  shoe care wipe surface with soft, clean, dry cloth to remove dust do not machine wash do not store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/0c09e6d84d5a38033dc6574465a3f5af_images.jpg,Sports-Shoes/Reebok/Reebok-Men-Racehound-White-Sports-Shoes/10093/buy
10095,reebok men reeflex run blue sports shoes,reebok,footwear,shoes,sports_shoes,men,blue,fall,sports,none,none,none,none,none,none,none,none,false,"the reebok reeflex run is a versatile running shoe that features ample ventilation and offers lightweight comfort, keeping your feet fresh and comfortable all day. the attractive shoes have a low-profile, minimalist silhouette for low-to-ground feel and added mobility. plus, they feature the realflex outsole which promotes natural movement. wear them when you want to run or jog or use them as casual wear.  upper breathable mesh upper for ample ventilation and reduced irritation low-profile, minimalist silhouette for low-to-ground feel and added mobility lace-up system with synthetic laces for a snug, customized fit mildly padded tongue and lightly-cushioned collar for in-step comfort mesh tongue for better ventilation brand name on tongue and logo on sides  midsole pu midsole for added durability, life, cushioning and a firmer ride fabric lining for increased comfort removable sockliner to replace with an orthotic  outsole 3d ultralite outsole for lightweight support and natural footstrike realflex sole design with 76 individual sensors for multi-directional flexibility and optimal foot feel throughout the footstrike  shoe care wipe surface with soft, clean, dry cloth to remove dust do not machine wash do not store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/25f5a65c9c5dbf5f7631cf2d3f0d20f3_images.jpg,Sports-Shoes/Reebok/Reebok-Men-Reeflex-Run-Blue-Sports-Shoes/10095/buy
10096,reebok women reeflex run blue sports shoes,reebok,footwear,shoes,sports_shoes,women,blue,fall,sports,none,none,none,none,none,none,none,none,false,"the reebok reeflex run is a versatile running shoe that features ample ventilation and offers lightweight comfort, keeping your feet fresh and comfortable all day. the attractive shoes have a low-profile, minimalist silhouette for low-to-ground feel and added mobility. plus, they feature the realflex outsole which promotes natural movement. wear them when you want to run or jog or use them as casual wear.  upper breathable mesh upper for ample ventilation and reduced irritation low-profile, minimalist silhouette for low-to-ground feel and added mobility lace-up system with synthetic laces for a snug, customized fit mildly padded tongue and lightly-cushioned collar for in-step comfort mesh tongue for better ventilation brand name on tongue and logo on sides  midsole pu midsole for added durability, life, cushioning and a firmer ride fabric lining for increased comfort removable sockliner to replace with an orthotic  outsole 3d ultralite outsole for lightweight support and natural footstrike realflex sole design with 76 individual sensors for multi-directional flexibility and optimal foot feel throughout the footstrike  shoe care wipe surface with soft, clean, dry cloth to remove dust do not machine wash do not store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/ab539228aaa6b834a99eef6cf339c057_images.jpg,Sports-Shoes/Reebok/Reebok-Women-Reeflex-Run-Blue-Sports-Shoes/10096/buy
10097,reebok men reeflex run white sports shoes,reebok,footwear,shoes,sports_shoes,men,white,fall,sports,none,none,none,none,none,none,none,none,false,"the reebok reeflex run is a versatile running shoe that features ample ventilation and offers lightweight comfort, keeping your feet fresh and comfortable all day. the attractive shoes have a low-profile, minimalist silhouette for low-to-ground feel and added mobility. plus, they feature the realflex outsole which promotes natural movement. wear them when you want to run or jog or use them as casual wear.  upper breathable mesh upper for ample ventilation and reduced irritation low-profile, minimalist silhouette for low-to-ground feel and added mobility lace-up system with synthetic laces for a snug, customized fit mildly padded tongue and lightly-cushioned collar for in-step comfort mesh tongue for better ventilation brand name on tongue and logo on sides  midsole pu midsole for added durability, life, cushioning and a firmer ride fabric lining for increased comfort removable sockliner to replace with an orthotic  outsole 3d ultralite outsole for lightweight support and natural footstrike realflex sole design with 76 individual sensors for multi-directional flexibility and optimal foot feel throughout the footstrike  shoe care wipe surface with soft, clean, dry cloth to remove dust do not machine wash do not store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/a947ceec9e8c493229417e1a1390417e_images.jpg,Sports-Shoes/Reebok/Reebok-Men-Reeflex-Run-White-Sports-Shoes/10097/buy
10098,fastrack men analogue plastic white watch,fastrack,accessories,watches,watches,men,white,winter,casual,none,none,none,none,none,none,none,none,false,"stylish and comfortable, this analog wrist watch from fastrack&  rsquo s basics collection is designed for those who love their everyday accessories.   case diameter: 35 mm case thickness: 7 mm dial shape: round 
&  bull  metallic case with a fixed bezel for added durability, style and comfort  &  bull  plastic strap with perforations for breathability, and a tang clasp for comfort and style &  bull  white dial with arabic numbering, brand name above 6 o&  rsquo  clock, and brand logo below the 12 o&  rsquo  clock marking &  bull  quartz movement of time display with carved out hands &  bull  screw to reset time  &  bull  solid case back made of stainless steel for enhanced durability &  bull  water resistant up to 50 meters, which helps you wear it when swimming",http://assets.myntassets.com/v1/images/style/properties/703a4bc156df5eb4719dc0dd2e871d82_images.jpg,Watches/Fastrack/Fastrack-Men-Analogue-Plastic-White-Watch/10098/buy
10099,fastrack men analogue grey watches,fastrack,accessories,watches,watches,men,grey,winter,casual,none,none,none,none,none,none,none,none,false,"stylish and comfortable, this analog wrist watch from fastrack&  rsquo s basics collection is designed for those who love their everyday accessories.   case diameter: 35 mm case thickness: 7 mm dial shape: round 
&  bull  metallic case with a fixed bezel for added durability, style and comfort  bezel with markings from 5 to 25 minutes and 35 to 55 minutes &  bull  plastic strap with perforations for breathability, and a tang clasp for comfort and style &  bull  white dial with arabic numbering, brand name above 6 o&  rsquo  clock, brand logo below the 12 o&  rsquo  clock marking and 5-minute marking with 15, 30, 45 and 60 markings in compass style &  bull  quartz movement of time display with carved out hands &  bull  screw to reset time  &  bull  solid case back made of stainless steel for enhanced durability &  bull  water resistant up to 50 meters, which helps you wear it when swimming",http://assets.myntassets.com/v1/images/style/properties/b9087cd7ae406a75259287725e05213b_images.jpg,Watches/Fastrack/Fastrack-Men-Analogue-Grey-Watches/10099/buy
10101,reebok men island explorer black sports shoes,reebok,footwear,shoes,sports_shoes,men,black,fall,sports,none,none,none,none,none,none,none,none,false,"super lightweight and extremely attractive, the reebok island explorer is the perfect outdoor shoe. complete with a laceless design and an outsole with a drainage system, these shoes will give you the kind of all-day comfort that your feet truly deserve - the next best thing to walking barefeet. excellent for your sports endevours and casual wear as well. just be prepared for all the jealous glances you get!uppersynthetic fabric upper for comfort, style and durabilitysynthetic overlays for added structure and stylecontrast stitch detailing for added stylelaceless design for ease of wearing and removalvelcro fastener with brand name for a customized fitmidsolemildly cushioned footbed for all-day comfortfabric lining for increased comfortcontoured heel counter to add bounce, cushion and comfortoutsolenon marking tpr outsole for better shock absorption and durabilitycircular suction lugs for better grip on all surfacesdrainage ventsshoe carewipe surface with soft, clean, dry cloth to remove dustdo not machine washdo not store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/19ec8f66795dfeae910c34973fa9b32f_images.jpg,Sports-Shoes/Reebok/Reebok-Men-Island-Explorer-Black-Sports-Shoes/10101/buy
10102,reebok men premier verona supreme 2 black sports shoes,reebok,footwear,shoes,sports_shoes,men,black,fall,sports,none,none,none,none,none,none,none,none,false,"the reebok verona supreme 2 is a running shoe with a difference. it is lightweight and well ventilated, with a spectacular design. among other spectacular features are the kineticfit sure-fit panels that accomodate the shift in size and shape of your foot through the foot strike. added to this is the plush dmx ride cushioning that makes it an all the more comfortable, smooth and flexible ride. wear them when you want to run or jog or use them as casual wear if you wish.upperbreathable mesh upper for ample ventilation and reduced irritationsynthetic overlays for added shoe structure, durability and stylekineticfit sure-fit panels to accomodate the shift in size and shape of the foot through the entire foot strikesmoothfit upper for increased comfort and reduction of seam related irritation and rublace-up system with synthetic laces for a snug, customized fitlushly padded mesh tongue for better ventilation and comfortstablefit memory foam collar lining  for in-step comfortbrand name on tongue, medial side of shoe and behind collarbrand logo on lateral sidemidsoleinjection moulded eva midsole for lightweight responsive cushioning and shock absorptiondmx ride foam cushioning for all-day comfortplaydry lining for moisture managementoutsoledmprtek rubber outsole for lightweight cushioning and durabilitydmx shear vertical panels for greater comfortdmx shear vertical and horizontal heel cushioning to minimize stress on impacttransition bridge for ultimate heel-to-toe responsewaffle-pattern grip for excellent tractionscooped heel for extra cushioning and comfortflex grooves for ease of movementshoe carewipe surface with soft, clean, dry cloth to remove dustdo not machine washdo not store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/c6b651c3474dc980106eadf223fc6422_images.jpg,Sports-Shoes/Reebok/Reebok-Men-Premier-Verona-Supreme-2-Black-Sports-Shoes/10102/buy
10104,reebok men buckets vi black sports shoes,reebok,footwear,shoes,sports_shoes,men,black,fall,sports,none,none,none,none,none,none,none,none,false,"the perfect shoes for basketball enthusiasts are here! reebok buckets vi combine their light weight with striking looks and dmx ride cushioning system to give you maximum comfort and style on the court. the outsole is durable and provides great traction on all surfaces, so you can be more confident when playing. can also be used for casual wear. go slam dunk!  upper soft leather upper for added durability and style synthetic overlays for better shoe structure and durability mid-cut design for ankle support and lateral stability perforated pattern on forefoot and midfoot for style lace-up system with synthetic laces for a snug, customized fit lushly padded tongue and well-cushioned collar for in-step comfort mesh tongue for better ventilation brand name on forefoot and lateral side  midsole injection moulded eva midsole for lightweight responsive cushioning and shock absorption dmx ride foam cushioning for all-day comfort mesh lining for increased ventilation and comfort removable sockliner to replace with an orthotic  outsole non marking high abrasion rubber outsole for better shock absorption and durability circular grooves for improved traction pivot point enables 180 degree movement  shoe care wipe surface with soft, clean, dry cloth to remove dust do not machine wash do not store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/119c4e8d603f2504934a74d7cd846b82_images.jpg,Sports-Shoes/Reebok/Reebok-Men-Buckets-VI-Black-Sports-Shoes/10104/buy
10105,fastrack women analogue leather steel watches,fastrack,accessories,watches,watches,women,steel,winter,casual,none,none,none,none,none,none,none,none,false,"stylish and comfortable, this analog wrist watch from fastrack&  rsquo s party collection is designed for those who love their celebratory accessories.   case diameter: 20 mm case thickness: 7 mm dial shape: square 
&  bull  metallic case with a fixed bezel for added durability, style and comfort  &  bull  metallic strap with a butterfly clasp for comfort and style &  bull  white dial with a yellow border, brand name across 5 and 6 o&  rsquo  clock marking, brand logo at 11 o&  rsquo  clock marking, and lines marking 2, 4, 8 and 10 o&  rsquo  clock &  bull  quartz movement of time display  &  bull  screw to reset time  &  bull  solid case back made of stainless steel for enhanced durability &  bull  water resistant up to 30 meters, which helps you wear it when swimming",http://assets.myntassets.com/v1/images/style/properties/0b36b904a338a58bb059a5277a088304_images.jpg,Watches/Fastrack/Fastrack-Women-Analogue-Leather-Steel-Watches/10105/buy
10106,fastrack women essentials steel watches,fastrack,accessories,watches,watches,women,steel,winter,casual,none,none,none,none,none,none,none,none,false,"sleek and stylish, this analog wrist watch from fastrack&  rsquo s essentials collection is designed for those women who love their everyday accessories.   case diameter: 20 mm case thickness: 6 mm dial shape: triangle 
&  bull  metallic case with a fixed bezel for added durability, style and comfort  &  bull  metallic strap with a butterfly clasp for comfort and style &  bull  white dial with brand name marking 6 o&  rsquo  clock and brand logo marking the 12 o&  rsquo  clock position &  bull  quartz movement of time display  &  bull  screw to reset time  &  bull  solid case back made of stainless steel for enhanced durability &  bull  water resistant up to  30 meters, which helps you wear it when swimming",http://assets.myntassets.com/v1/images/style/properties/fdac2846ffd3a6fa3cf95b6f379591c1_images.jpg,Watches/Fastrack/Fastrack-Women-Essentials-Steel-Watches/10106/buy
10107,fastrack men analogue leather steel watches,fastrack,accessories,watches,watches,men,steel,winter,casual,none,none,none,none,none,none,none,none,false,"stylish and comfortable, this analog wrist watch from fastrack&  rsquo s biker&  rsquo s collection is designed for those who love their everyday accessories. hit the road in style with this designed dial and don that rock star look.
case diameter: 40 mm case thickness: 9 mm dial shape: modified rectangle 
&  bull  metallic case with a fixed bezel for added durability, style and comfort  &  bull  leather strap with a tang clasp for comfort and style &  bull  black dial with arabic numbering of 6 to 8 o&  rsquo  clock and 10 to 12 o&  rsquo  clock, with brand name marking 9 o&  rsquo  clock, and brand logo below the 12 o&  rsquo  clock marking &  bull  quartz movement of time display with carved out hands &  bull  screw to reset time  &  bull  solid case back made of stainless steel for enhanced durability &  bull  water resistant up to 50 meters, which helps you wear it when swimming",http://assets.myntassets.com/v1/images/style/properties/25b345388b1851b384f3a28ae1368f65_images.jpg,Watches/Fastrack/Fastrack-Men-Analogue-Leather-Steel-Watches/10107/buy
10108,fastrack women denim analogue steel watches,fastrack,accessories,watches,watches,women,steel,winter,casual,none,none,none,none,none,none,none,none,false,"stylish and comfortable, this analog wrist watch from fastrack&  rsquo s denim collection is designed for those who love their everyday accessories.   case diameter: 20 mm case thickness: 4 mm dial shape: rectangle 
&  bull  metallic case with a fixed bezel and stone embellishments on the length side for added durability, style and comfort  &  bull  metallic strap with a butterfly clasp for comfort and style &  bull  blue dial with brand logo marking the 9 o&  rsquo  clock position &  bull  quartz movement of time display  &  bull  screw to reset time  &  bull  solid case back made of stainless steel for enhanced durability &  bull  water resistant up to 30 meters, which helps you wear it when swimming",http://assets.myntassets.com/v1/images/style/properties/2c302276b47365707b2896a0d5798ad6_images.jpg,Watches/Fastrack/Fastrack-Women-Denim-Analogue-Steel-Watches/10108/buy
10109,fastrack women denim analogue steel watch,fastrack,accessories,watches,watches,women,steel,winter,casual,none,none,none,none,none,none,none,none,false,"stylish and comfortable, this analog wrist watch from fastrack denim collection is designed for those who love their everyday accessories.   case diameter: 20 mm case thickness: 5 mm dial shape: rectangle 
     metallic case with a fixed bezel and stone embellishments on the length side for added durability, style and comfort      metallic strap with a butterfly clasp for comfort and style     colourful dial with brand logo marking the 9'o  clock position     quartz movement of time display      screw to reset time      solid case back made of stainless steel for enhanced durability     water resistant up to 30 meters, which helps you wear it when swimming",http://assets.myntassets.com/v1/images/style/properties/9fa4929c4fb0fba28aa035f2bd2b7326_images.jpg,Watches/Fastrack/Fastrack-Women-Denim-Analogue-Steel-Watch/10109/buy
10110,reebok women instant white sports shoes,reebok,footwear,shoes,sports_shoes,women,white,fall,sports,none,none,none,none,none,none,none,none,false,"the reebok instant is a versatile running shoe that features ample ventilation and offers lightweight comfort, keeping your feet fresh and comfortable all day. added to this is the plush dmx ride cushioning that makes it an all the more comfortable, smooth and flexible ride. wear them when you want to run or jog or use them as casual wear. one pair of shoes, and so many uses!upperbreathable mesh upper for ample ventilation and reduced irritationsynthetic overlays for added shoe structure, durability and stylelace-up system with synthetic laces for a snug, customized fitlushly padded tongue and well-cushioned collar for in-step comfortmesh tongue for maximum ventilationbrand logo on both sidesbrand name on tongue and behind collarmidsoleeva midsole for lightweight responsive cushioning and shock absorptiondmx ride foam cushioning for all-day comfortmesh lining for increased ventilation and comfortoutsoletpr outsole for better shock absorption and durabilityscooped heel for extra cushioning and comfortmedial arch-heel support for reducing foot fatiguewaffle pattern for better grip on all surfacesflex grooves for ease of movementshoe carewipe surface with soft, clean, dry cloth to remove dustdo not machine washdo not store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/20fc6e0f15e98e760f67d8c6f3a61ff3_images.jpg,Sports-Shoes/Reebok/Reebok-Women-Instant-White-Sports-Shoes/10110/buy
